difficulty	writtenForm	reading	writtenFormWrongAnswers	readingWrongAnswers
2	蚊帳	かや	蚊舎|蚊幕|蚊戸|蚊室|蚊覆	ぶんとばり|かとばり|かやぶ|かまく|ぶんや
2	炬燵	こたつ	炬台|炬卓|火卓|炬床|火暖	きょとう|ことう|かとう|きょたつ|かだん
2	饂飩	うどん	温飩|飩麺|温麺|饂麺|雲飩	おんどん|うんだん|おんめん|うど|うんとん
2	蕎麦	そば	蕎菜|麦蕎|細麦|蕎面|蕎粉	きょうばく|そむぎ|きょうさい|そめん|きばく
2	素麺	そうめん	細麺|素面|素綿|白麺|素麦	そめん|すめん|しろめん|そぼめん|すうめん
2	饅頭	まんじゅう	万頭|満頭|饅豆|饅包|満豆	ばんとう|まんとう|まんず|まんじゅ|まんど
2	煎餅	せんべい	煎米|焼餅|煎米餅|煎菓|煎麦	せんもち|せんへい|せんべ|やきもち|せんへ
2	羊羹	ようかん	羊寒|羊館|洋羹|羊甘|羊柑	ようこう|ようかく|ひつじかん|ようごう|ようか
2	神酒	みき	神杯|神酌|神醸|神酎|神盃	しんさけ|かみざけ|しんしゅう|みさけ|じんしゅ
2	御萩	おはぎ	小萩|御花|御荻|小豆餅|萩餅	おはな|おぎ|おさぎ|おはく|おはぎもち
2	若布	わかめ	若米|若草|若海|若葉|若藻	じゃくふ|わかぬの|わかふ|わかくさ|じゃくほ
2	鳥居	とりい	鳥井|鳥門|鳥台|鳥柱|鳥戸	ちょうきょ|とりいど|とりもん|とりいき|とりきょ
2	海蘊	もずく	海藻|海温|海紋|海苔|海練	かいうん|かいそう|うみも|かいおん|うみうん
2	蒲鉾	かまぼこ	蒲穂|鎌鉾|蒲鉢|蒲棒|釜鉾	ほこう|かばこ|かまぼ|がまほ|かまはこ
2	竹輪	ちくわ	竹環|竹管|竹和|笹輪|竹筒	ちくりん|たけわ|ちくかん|ちくろん|たけのわ
2	雑炊	ぞうすい	雑水|雑粋|雑菜|雑飯|雑汁	ざっすい|ざつすい|ぞうずい|そうすい|ざっずい
2	氏子	うじこ	氏児|氏族|氏家|氏人|氏徒	しし|うじっこ|しぞく|うじびと|うしこ
2	濁酒	どぶろく	濁水|独酒|濁酎|濁醸|濁汁	だくざけ|どくしゅ|にごりしゅ|だくじょう|どぶさけ
2	味醂	みりん	美醂|味輪|味林|味鈴|味燐	みれい|みりょう|みろん|みばやし|みすず
2	巫女	みこ	舞女|神女|御巫|巫児|神娘	ぶじょ|みこじょ|ふこ|みめ|ふじん
2	山女	やまめ	山魚|山娘|山目|山雌|山鱒	さんじょ|やまむすめ|さんぎょ|やまじょ|やまおみな
2	岩魚	いわな	岩鮎|岩女|石魚|岩鰯|岩鱒	がんぎょ|いわうお|いわあゆ|せきぎょ|いわめ
2	公魚	わかさぎ	若魚|公魚子|小魚|若鴫|公鷺	こうぎょ|わかうお|こうりょ|わかさぎょ|こうさぎ
2	鵞鳥	がちょう	鵞鴨|鵞雁|我鳥|鵞鶴|鵞鷺	がどり|がんちょう|がちょうどり|がとり|がちょく
2	家鴨	あひる	家鳥|家鵞|鴨家|家鶏|家雁	かちょう|いえがも|かも|かおう|かあひる
2	雉子	きじ	雉鳥|雉雛|雉児|雉鶏|雉鴨	ちし|きじどり|きじこ|ちちょう|きし
2	雉鳩	きじばと	雉鳥|雉鴨|山鳩|雉羽|雉鶉	ちきゅう|きじはと|きじどり|やまばと|きじきゅう
2	山雀	やまがら	山鶴|山鳥|山鴉|山雉|山鵲	さんじゃく|やまからす|やまどり|やますずめ|さんさく
2	頬白	ほおじろ	頬赤|頬黒|頬鳥|白頬|頬黄	ほおしろ|ほほあか|ほほぐろ|ほおどり|きょうはく
2	宮司	ぐうじ	神司|宮仕|宮使|宮士|神使	きゅうし|かんぬし|ぐうじん|みやし|しんし
2	海豹	あざらし	海獣|海猫|海鰭|海標|海鹿	かいひょうじゅう|うみひょう|かいびょう|あざら|かいほう
2	海驢	あしか	海鹿|海牛|海獣|海炉|海狸	かいろ|うみろ|かいば|かいじゅう|かいりょ
2	海象	せいうち	海像|海獣|海章|海牛|海牙	かいじょう|うみぞう|うみきさ|せいぞう|うみうし
2	境内	けいだい	寺内|境外|境台|境中|境庭	きょうない|さかいうち|けいない|けいだいち|きょうだい
2	川獺	かわうそ	川狸|川獣|河狸|川猫|川鼬	せんだつ|かわだつ|かわせ|かわたぬき|かわうなぎ
2	針鼠	はりねずみ	針虫|針猫|山鼠|針栗|針鼬	しんそ|はりねこ|はりす|はりぐり|はりもぐら
2	洗熊	あらいぐま	洗狸|洗猫|洗浣|荒熊|洗獣	せんゆう|あらいくま|せんくま|あらくま|せんび
2	禰宜	ねぎ	神宜|禰官|神職|禰儀|禰祇	ねぎい|でぎ|しんかん|ねぎょ|ねぎん
2	蝙蝠	こうもり	飛鼠|蝠鳥|蝙翼|夜鳥|飛獣	べんぷく|へんぶく|こうふく|へんふく|よるどり
2	守宮	やもり	守屋|壁守|守家|宮守|屋守	しゅきゅ|もりみや|かべもり|しゅぐう|もりのみや
2	神楽	かぐら	神歌|神舞|神奏|神音|神遊	しんらく|じんらく|かみがく|しんがく|かぐれ
2	神輿	みこし	神車|御車|神駕|神轎|神車輿	しんこ|みこ|しんこし|かみこし|じんよ
2	行脚	あんぎゃ	行客|行却|巡脚|歩脚|行旅	ぎょうきゃく|こうかく|あんきゃく|ぎょうきゃ|こうきゃく
2	托鉢	たくはつ	托発|鉢托|托皿|托椀|托盤	たくばつ|たくはち|たくばち|たくはく|とうはつ
2	老舗	しにせ	老店|古舗|老鋪|老屋|老補	ろうみせ|ろうてん|こほ|おいみせ|ろうしょ
2	蜘蛛	くも	雲虫|蜘虫|知蛛|蛛虫|雲蛛	ちちょ|しゅしゅ|くもむし|ちしゅう|くうも
2	胡桃	くるみ	小実|胡実|木実|胡核|胡子	ことう|こもも|こじつ|くるも|こかく
2	団栗	どんぐり	団実|段栗|団果|丸栗|団木	だんりつ|たんぐり|だんくり|まるぐり|どんり
2	檸檬	れもん	檸文|冷檬|檸門|檸実|檸果	れいもう|れいもん|ねいもう|れも|れんもん
2	柑子	こうじ	柑実|甘子|柑児|柑枝|柑果	かんし|かんこ|きんし|かんじ|かんず
2	枸杞	くこ	枸子|狗杞|拘杞|枸木|胡杞	くこう|くし|こうき|くき|こき
2	茱萸	ぐみ	朱実|茱実|胡実|樹実|茱果	しゅゆ|しゅじつ|ぐゆ|じゅみ|しゅみ
2	数珠	じゅず	数玉|数球|数主|珠子|数主玉	すうじゅ|すじゅ|すうしゅ|かずたま|すじ
2	撫子	なでしこ	撫花|撫児|撫草|和子|撫娘	ぶし|なでこ|なでぐさ|なでし|ぶこ
2	竜胆	りんどう	龍丹|竜草|龍単|竜淡|龍菫	りゅうだん|りょうたん|りゅうどう|たつたん|りんたん
2	硝子	がらす	消子|硝紙|硝花|硝児|晶子	しょうせき|しょうこ|しょうず|がらこ|しょうじ
2	素面	しらふ	素酒|素顔|素貌|白顔|無粧	すがお|しろめん|すおもて|そおもて|しらおもて
2	瑠璃	るり	流離|留理|瑠里|瑠利|流璃	りゅうり|るれい|りゅうれい|るりょう|りゅり
2	琥珀	こはく	虎白|虎拍|湖白|琥白|虎珀	こひゃく|こびゃく|こばく|こはつ|こへき
2	袈裟	けさ	家紗|袈沙|袈娑|衣紗|袈衣	けしゃ|かさ|けさごろも|かしゃ|けざ
2	珊瑚	さんご	山湖|珊湖|珊後|山五|珊護	さんこ|さんごう|さんうご|さんごく|さんこく
2	瑪瑙	めのう	馬脳|瑪能|瑪農|馬納|玉脳	ばのう|めなお|まのう|ばな|めいのう
2	読経	どきょう	読教|独経|読京|読行|読教典	どくきょう|どくけい|とくきょう|どきん|どこう
2	悪阻	つわり	悪祖|悪素|吐阻|悪組|悪礎	あくそ|あくし|あくしょ|あくそく|わるそ
2	燐寸	まっち	燐子|燐棒|火寸|燐火|火棒	りんすん|りんじゅん|りんち|ひすん|りんず
2	蝋燭	ろうそく	老燭|蝋竹|蝋灯|老竹|蝋灯火	ろうしょく|ろうたけ|ろうとう|らくしょく|ろうしき
2	金槌	かなづち	金椿|鉄槌|金椎|金鎚子|金追	きんつい|きんち|かなつい|かなつち|きんづち
2	玄能	げんのう	玄農|元能|玄道|黒能|玄脳	げんの|げんどう|くろのう|げんのん|げんのく
2	螺子	ねじ	羅子|螺児|螺捩|螺字|螺釘	らす|らじ|らせん|ねじこ|らこ
2	脚立	きゃたつ	足立|脚台|脚棚|足台|脚起	きゃくりつ|あしだち|きゃくだい|あしたつ|きゃくたつ
2	供物	くもつ	供品|供祭|供饌|供礼|供具	きょうもつ|くぶつ|きょうぶつ|ささげもの|ともつ
2	束子	たわし	束糸|束児|束紙|束布|束毛	そくし|たばこ|たばし|そくこ|たわじ
2	雑巾	ぞうきん	雑菌|雑拭|雑紙|雑綿|掃布	ざっきん|そうきん|ざっぷ|ざっし|ぞうき
2	漏斗	じょうご	漏戸|漏頭|漏筒|漏道|漏口	ろうど|ろうとう|もれと|じょうとう|ろとう
2	徳利	とっくり	得利|徳里|徳璃|得理|徳壺	とくい|とくりょ|とくりつ|とくりん|とっくい
2	猪口	ちょこ	猪子|猪児|猪工|猪壺|猪小	いのくち|ちょぐち|いのこぐち|ちょこう|ちょこく
2	急須	きゅうす	急水|急湯|給水|急栖|急巣	きゅうず|きゅうしゅ|きゅうとう|きゅうすい|きゅうじゅ
2	庫裏	くり	庫理|庫里|庫離|倉裏|庫奥	こり|くらうら|くらり|こりょう|こうら
2	伽藍	がらん	加蘭|伽乱|伽覧|伽欄|伽蘭堂	かんらん|からん|がらんじ|かれん|がらむ
2	茶筅	ちゃせん	茶箋|茶線|茶千|茶銭|茶扇	ちゃせつ|ちゃぜん|させん|ちゃせい|ちゃせ
2	精舎	しょうじゃ	清舎|精社|精者|聖舎|精謝	せいどう|しょうしゃ|せいじゃ|おてら|しょうや
2	五徳	ごとく	五得|御徳|五特|五篤|後徳	ごえ|ごうとく|ごどく|いつとく|ごとくし
2	擂鉢	すりばち	磨鉢|擂皿|摺皿|擂盆|擦鉢	らいはち|すりはつ|すりばこ|らいばち|すいはち
2	算盤	そろばん	算板|算番|算棒|数盤|算判	さんばん|さんいた|さんぼう|すうばん|さんはん
2	帳面	ちょうめん	長面|帳名|帳目|帳紙|長明	ちょうめ|ちょうめい|じょうめん|ちょうづら|ちょうみん
2	荼毘	だび	茶毘|荼悲|荼微|荼美|荼火	ちゃび|だいび|たび|ちゃひ|とび
2	涅槃	ねはん	熱盤|涅般|涅坂|熱槃|涅幡	ねっぱん|ねはち|にちはん|ねはんば|ねつはん
2	羅漢	らかん	裸漢|羅官|羅観|羅完|羅冠	らか|らがん|らこう|らけん|らかんし
2	眩暈	めまい	眩目|眼暈|幻暈|眩眠|眼迷	げんいん|めくらみ|めげん|げんまい|まばゆみ
2	瘡蓋	かさぶた	創蓋|瘡害|傷蓋|瘡皮|瘡覆	そうがい|かさがい|そうひ|かさひ|そうぶた
2	面皰	にきび	面泡|面包|面胞|面疱|顔皰	めんほ|めんほう|にきほ|めんあわ|がんぽう
2	旋毛	つむじ	旋髪|渦毛|巻毛|毛旋|旋頭	せんけ|うずげ|せんげ|かぜ|つむげ
2	菩薩	ぼさつ	菩殺|菩察|仏薩|菩札|菩僧	ぼせつ|ぼさじ|ぶっさつ|ぼさく|ぼせち
2	閻魔	えんま	炎魔|閣魔|閻間|鬼魔|焔魔	えんば|えんか|きま|えんまく|えんも
2	山車	だし	山車輪|山車台|祭車|山輿|祭輿	さんしょ|やまだし|さんぐるま|やまくるま|みこし
2	囃子	はやし	林子|早子|囃音|祭子|囃し子	そうし|はやこ|ばやし|はやね|はやす
2	氷雨	ひさめ	冷雨|氷水|冬雨|氷露|凍雨	ひょうう|こおりあめ|れいう|とうう|ひょうろ
2	細雪	ささめゆき	細雨|小雪|薄雪|粉雪|微雪	しろゆき|ほそゆき|さいゆき|さゆき|こなゆき
2	風花	かざはな	風華|花風|風雪|風葉|風桜	ふうか|かふう|ふうせつ|ふうけ|かぜはな
2	手水	ちょうず	手洗|手須|手瑞|洗手|手津	しゅすい|てみ|てあらい|しゅい|てすい
2	東屋	あずまや	東家|東館|東舎|東庵|東亭	とうおく|ひがしや|あずまけ|とうや|あずまおく
2	築地	ついじ	築路|築土|築地場|土築|築塀	ちくじ|ちくち|つきち|ついち|ちくちょう
2	長押	なげし	長尾|長棚|長戸|長柱|長桟	ちょうおう|ながし|ながと|ちょうちゅう|ながせ
2	唐紙	からかみ	唐紙戸|唐書|漢紙|唐布|唐障子	とうかみ|からし|とうがみ|かんし|とうふ
2	潮騒	しおさい	潮音|潮声|潮祭|波騒|潮際	ちょうそう|しおね|しおごえ|しおざわ|ちょうさい
2	白夜	びゃくや	白屋|白昼|白矢|白闇|白暮	はくよ|はくちゅう|しろよ|びゃくよ|はくあん
2	屏風	びょうぶ	屏布|屏戸|風屏|屏扉|屏壁	へいふう|ついたて|へいふ|ふうびょう|へいひ
2	茣蓙	ござ	御席|茣草|藁座|茣席|茣座敷	ござしき|ござわら|ござくさ|ござん|ござき
2	欄間	らんま	欄馬|欄戸|欄窓|乱間|蘭間	らんかん|らんど|らんそう|らんげ|らんまん
2	稲光	いなびかり	稲妻|稲電|稲明|雷光|稲閃	いなひかり|いなずま|いなでん|いねひかり|いなひか
2	母屋	おもや	母室|主棟|親屋|本屋|元屋	ぼおく|ははや|しゅおく|おもいえ|おやおく
2	納戸	なんど	納屋|納室|納庫|納棚|納処	のうこ|のうや|なや|のうしつ|なんこ
2	鴨居	かもい	鴨井|鴨戸|鴨屋|鴨台|鴨木	おうきょ|かもど|かもや|かもだい|かもき
2	単衣	ひとえ	単服|単着|一衣|薄衣|単布	うすぎぬ|たんふく|ひときぬ|たんぎ|はくい
2	麦秋	ばくしゅう	麦収|麦秀|麦夏|麦季|麦終	ばくあき|ばくか|ばくき|ばくじゅう|むぎしゅう
2	入梅	にゅうばい	梅入|梅雨入|入雨|梅期|梅始	にゅうめ|ばいう|にゅうう|にゅうまい|いりうめ
2	襦袢	じゅばん	襦伴|襦半|襦板|下袢|襦絆	じゅはん|じゅはく|したぎ|しゅばん|はだぎ
2	友禅	ゆうぜん	友染|友前|優禅|友然|友膳	ゆうせん|ゆぜん|ともぜん|ゆうねん|ゆうぜい
2	生粋	きっすい	正粋|生酔|生水|純粋|生純	せいすい|きせい|しょうすい|なますい|せいずい
2	律儀	りちぎ	立儀|律技|律議|律宜|理知儀	りつき|りつぎょう|りつぎょ|りちぎょ|りちき
2	愛嬌	あいきょう	愛教|哀嬌|愛鏡|愛興|愛響	あいけい|あいごう|あいこう|あいしょう|あいきょ
2	剽軽	ひょうきん	表軽|標軽|剽型|剽警|飄軽	ひょうけい|ひょうがる|ひょうかる|ひょうけん|ひょうかん
2	八朔	はっさく	八作|八索|八月|八削|八策	はっさつ|はちさく|やつさく|はっしょう|はつさく
2	洒脱	しゃだつ	酒脱|洒達|洒奪|写脱|瀉脱	しゅだつ|しゃだち|さいだつ|さだつ|しゃたつ
2	師走	しわす	師早|師末|年走|師馳|年末	しそう|しばしり|ねんそう|しわず|しばせ
2	如月	きさらぎ	女月|二月|次月|弥月|衣更月	にょがつ|にょげつ|きさらつき|じげつ|やげつ
2	弥生	やよい	弥世|八世|弥代|三月|弥春	やせい|やおい|やよづき|みよ|みつき
2	卯月	うづき	四月|卵月|羽月|兎月|卯日	ぼうげつ|しがつ|らんげつ|うげつ|うづく
2	文月	ふみづき	文字|書月|文夜|筆月|七月	ぶんげつ|もじつき|ぶみづき|ふんげつ|ふみよ
2	葉月	はづき	羽月|八月|葉日|秋月|葉秋	はげつ|ようげつ|はび|はづく|ようつき
2	長月	ながつき	九月|長夜|永月|長日|長秋	ちょうげつ|ちょうづき|くがつ|ちょうや|ながひ
2	霜月	しもつき	霜日|十一月|氷月|霜夜|霜季	しもげつ|しもひ|しもづき|じゅういちがつ|ひょうげつ
2	晦日	みそか	毎日|月末|暗日|暮日|月暮	かいび|まいにち|げつまつ|かいにち|くらび
2	朔日	ついたち	昨日|朔朝|朔月|初日|月初	さくび|いちにち|さくげつ|さくにち|はつひ
2	日和	ひより	日良|日寄|日晴|日暖|天和	にちわ|ひよみ|にちはれ|ひよりみ|にちだん
2	田圃	たんぼ	田畑|田保|田甫|田穂|田歩	たんぽ|たほ|たほう|たんぽう|たんぼう
2	畦道	あぜみち	畦路|田道|畦径|畦畑|田畦	けいどう|あぜろ|たみち|はんどう|あぜばた
2	闊達	かったつ	活達|闊脱|割達|闊立|快達	かつたつ|かったち|かつだつ|かつりつ|かいてつ
2	山間	やまあい	山合|山中|谷間|山際|山峡	やまかん|やまあいだ|やまなか|たにま|やまぎわ
2	強面	こわもて	強表|強顔|恐顔|厳面|強面相	きょうめん|つよおもて|こわづら|ごうめん|きょうづら
2	相好	そうごう	相貌|相顔|相形|相容|総顔	そうこう|しょうこう|そうよし|あいこう|そうぼう
2	形相	ぎょうそう	形像|形象|形貌|顔相|形状	かたちそう|ぎょうしょう|けいしょう|かたちあい|けいぞう
2	気障	きざ	気座|気差|気作|木障|気邪	きしょう|けしょう|きざわり|きさ|きそう
2	河床	かしょう	川床|河底|川底|河庄|河礁	こうしょう|かせき|かどこ|かはゆか|こうどこ
2	虚仮	こけ	虚家|虚華|空仮|虚化|虚気	きょか|こか|きょけ|うつろけ|こげ
2	敷居	しきい	敷井|敷囲|式居|敷石|敷戸	ふきょ|しきょ|しょくい|しきいし|ふい
2	縮緬	ちりめん	縮面|縮麺|縮綿|縮布|絞緬	しゅくめん|ちぢみめん|ちぢれめん|しゅくれん|ちりめ
2	健気	けなげ	元気|堅気|健木|賢気|健げ	けんき|げんき|かたぎ|けんぎ|けなき
2	干潟	ひがた	乾潟|干型|干方|干浜|乾浜	かんせき|ほしがた|かんがた|ひかた|ほしはま
2	更紗	さらさ	更砂|更更|沙羅|唐草|更彩	こうしゃ|さらしゃ|こうさ|さらす|こうさら
2	手練	てだれ	手錬|手慣|手習|熟手|練手	てねり|てれ|てなれ|しゅうれん|しゅれい
2	瀑布	ばくふ	爆布|瀑風|滝布|瀑流|曝布	ばくぬの|ぼうふ|ばくほ|ばくぶ|たきふ
2	手管	てくだ	手菅|手貫|手策|手術|手引	しゅかん|てかん|てくだり|てすじ|しゅくだ
2	手筈	てはず	手外|手順|手図|手端|手矢	しゅはず|てず|てはじ|しゅばつ|てばず
2	手際	てぎわ	手端|手境|手技|手裁|手切	しゅさい|てざい|てきわ|しゅぎわ|てぎれ
2	生業	なりわい	生技|生活|成業|生営|職業	しょうぎょう|なりごう|せいなり|なりわざ|しょうわざ
2	魂胆	こんたん	魂段|根胆|魂単|魂探|心胆	こんだん|ごんたん|たましいぎも|こんた|こんてん
2	算段	さんだん	算壇|算端|算談|算断|算勘	さんたん|そろばんだん|さんだ|ざんだん|さんどん
2	祝詞	のりと	祝辞|祝い詞|祝文|祭詞|祝言	のりこと|いわいことば|しゅくじ|のりとう|しゅくじゅ
2	思惑	おもわく	思枠|思訳|志惑|思域|心惑	おもいわく|おもいまどい|おもまどい|しこう|しこく
2	了見	りょうけん	料見|良見|領見|了解|了観	りょうみ|りょうげん|りょけん|りょうけい|りょうみる
2	葛藤	かっとう	渇藤|葛籐|割藤|葛東|蔓藤	かつとう|かっどう|かつどう|くずふじ|かったん
2	確執	かくしつ	確質|角執|確失|格執|確実	かくじつ|かくじゅう|かくせつ|かっしつ|かくし
2	脆弱	ぜいじゃく	勢弱|脆薄|弱脆|砕弱|危弱	ぜいじゃっく|きじゃく|せいじゃく|ぜいにゃく|もろよわ
2	憧憬	しょうけい	憧景|憧敬|撞憬|憧境|同景	しょうけ|しょうきょう|どうきょう|しょうけん|しょうげい
2	払拭	ふっしょく	払式|払植|払色|払除|払職	ふつしき|ふっしょう|はらいぬぐい|ふつしょく|ふっそく
2	拙速	せっそく	切速|拙束|拙足|節速|劣速	せつそく|せっぞく|せっそ|せちそく|せっはや
2	稚拙	ちせつ	幼拙|稚切|稚説|遅拙|稚劣	ちせち|ちせい|ちぜつ|ちせっ|ちせく
2	緻密	ちみつ	致密|緻実|緻蜜|細密|緻細	ちしつ|ちびつ|ちつみ|ちみち|ちじつ
2	精緻	せいち	精密|精致|精実|精細|清緻	せいみつ|せいし|せいじ|しょうち|せいちつ
2	廉価	れんか	廉化|廉貨|連価|低価|廉値	れんが|れんけ|やすか|れんあたい|れんこ
2	矜持	きょうじ	矜侍|矜自|矜地|誇持|矜志	きょうし|こんじ|きんし|きょうち|きんち
2	辟易	へきえき	僻易|避易|辟役|閉易|辟変	へきい|へきやく|ひえき|へきがえ|へきやす
2	蘊蓄	うんちく	蘊積|蘊畜|蘊築|温蓄|含蓄	うんちょく|おんちく|うんたく|うんちゃく|うんじく
2	進捗	しんちょく	進歩|進躅|進渉|進歩度|進展	しんしょう|しんぽ|しんじょう|しんてき|しんじょく
2	相殺	そうさい	相裁|相消|総殺|相切|相滅	しょうさい|そうせつ|あいさつ|そうせい|しょうさつ
2	重複	ちょうふく	重返|重覆|重福|重副|重幅	ちょうふう|じゅうふう|ちょうぶく|ちょうほう|じゅうぶく
2	代替	だいたい	代換|代変|代交|替代|代体	だいたえ|たいがい|だいてい|だいかい|たいだい
2	続柄	つづきがら	続殻|続系|続縁|継柄|続筋	ぞくへい|つづきえ|ぞくえ|つぎがら|ぞくから
2	凡例	はんれい	凡表|凡礼|凡令|汎例|凡列	ぼんれい|はんれつ|ぼんれ|はんれき|ぼんれき
2	間髪	かんはつ	間発|間初|間一髪|間髪入|間毛	かんばち|まがみ|かんはち|あいはつ|かんばつ
2	貼付	ちょうふ	添付|貼符|張付|粘付|接付	はりつけ|ちょうぶ|ちょうつき|ていふ|ちょうづけ
2	早急	さっきゅう	早速|早救|早求|早窮|速急	さっきゅ|そうきゅく|さっくう|はやきゅう|さきゅう
2	出納	すいとう	出入|出収|収納|出収め|出入帳	でいり|でおさめ|しゅつにゅう|すいのう|しゅつとう
2	建立	こんりゅう	建設|建律|建隆|建竜|建流	けんりゅつ|けんりゅう|こんりつ|たてりゅう|けんりょう
2	市井	しせい	市場|市内|市居|市中|町井	しい|ししょう|いちせい|しじょう|しせん
2	所以	ゆえん	所謂|所縁|由因|故縁|所因	ところゆえ|ゆいん|しょえん|ゆうえん|ゆえい
2	遵守	じゅんしゅ	遵取|巡守|遵主|準守|従守	そんしゅ|じゅんじゅ|じゅんす|そんしゅう|じゅんじゅう
2	更迭	こうてつ	更鉄|更哲|交徹|更新|更送	こうちつ|こうせつ|こうてい|さらてつ|こうでつ
2	漸次	ぜんじ	漸序|暫次|漸事|漸治|漸自	ざんじ|ぜんし|ざんし|せんじ|ぜんつぎ
3	蝸牛	かたつむり	蒟蒻|斟酌|憔悴|燭台|蟷螂	しょくだい|しょうすい|ひるがえす|うずくまる|しんしゃく
3	蟷螂	かまきり	郭公|篝火|駒鳥|外郎|柄杓	こまどり|かがりび|かっこう|はまぐり|かすれる
3	飛蝗	ばった	雲雀|狭間|蚯蚓|柘榴|火鉢	めばる|やかん|およそ|ほくろ|ひばり
3	蚯蚓	みみず	水面|睫毛|杜撰|火鉢|薬缶	みなも|みなす|みぞれ|ざんき|やかん
3	栗鼠	りす	百舌|時化|木瓜|河岸|慚愧	きす|しけ|ぼけ|もず|かし
3	鼬	いたち	歪|粽|雹|薊|霰	いびつ|ひばち|いろり|たらい|ちまき
3	蝮	まむし	粽|鰆|蚕|鮑|霙	のろし|まつげ|うなじ|あられ|たらい
3	蚕	かいこ	鮑|盥|歪|薊|粽	いたち|まむし|あられ|あざみ|うなじ
3	鮑	あわび	薊|霰|雹|鼬|蚕	あざみ|あられ|ひょう|ちまき|まむし
3	蛤	はまぐり	鰌|暁|曙|漣|蝮	かまきり|こまどり|どじょう|あかつき|あけぼの
3	徒然	つれづれ	黄昏|闇雲|蟷螂|有明|殊更	たそがれ|かがりび|しののめ|くちなし|ほおずき
3	凡そ	およそ	抉る|忽ち|訝る|強ち|罵る	みみず|めばる|ざんき|ばった|えぐる
3	強ち	あながち	忽ち|罵る|訝る|漸く|抉る	ありあけ|あんどん|たちまち|あかつき|あけぼの
3	殊更	ことさら	駒鳥|闇雲|東雲|有明|徒然	こまどり|こじれる|ぜんざい|いんぎん|しののめ
3	柄杓	ひしゃく	有明|徒然|黄昏|梔子|殊更	ようやく|くまなく|いぶかる|ほおずき|しののめ
3	杓文字	しゃもじ	出鱈目|十六夜|囲炉裏|柳葉魚|不知火	しののめ|いざよい|こじれる|くびれる|かすれる
3	忽ち	たちまち	強ち|漸く|訝る|罵る|凡そ	たそがれ|あながち|おももち|しののめ|やみくも
3	歪	いびつ	鼬|粽|項|盥|蝮	いたち|いろり|かいこ|たらい|ひょう
3	外郎	ういろう	郭公|駒鳥|有明|蟷螂|東雲	かっこう|どじょう|ほおずき|ようやく|ののしる
3	善哉	ぜんざい	行灯|鬼灯|東雲|郭公|梔子	いざよい|いぶかる|やみくも|ひしゃく|たちまち
3	仰々しい	ぎょうぎょうしい	心許ない|煩わしい|甚だしい|忌々しい|禍々しい	こころもとない|のうぜんかずら|はなはだしい|いまいましい|わずらわしい
3	粽	ちまき	鰆|鼬|蝮|蚕|霰	ざんき|しぶき|いたち|いびつ|あわび
3	忌々しい	いまいましい	甚だしい|煩わしい|心許ない|仰々しい|禍々しい	わずらわしい|はなはだしい|まぎらわしい|すがすがしい|まがまがしい
3	紛らわしい	まぎらわしい	息急き切る|煩わしい|忌々しい|甚だしい|心許ない	わずらわしい|はなはだしい|いまいましい|まがまがしい|すがすがしい
3	煩わしい	わずらわしい	忌々しい|甚だしい|心許ない|仰々しい|禍々しい	まぎらわしい|はなはだしい|いまいましい|まがまがしい|すがすがしい
3	囲炉裏	いろり	十六夜|出鱈目|杓文字|秋刀魚|二十歳	ひばり|いたち|いびつ|みなす|ひばち
3	喧しい	やかましい	脅かす|準える|窶れる|掠れる|面持ち	しょくだい|しょうすい|おびやかす|なぞらえる|かたつむり
3	甚だしい	はなはだしい	忌々しい|煩わしい|心許ない|仰々しい|清々しい	いまいましい|わずらわしい|まぎらわしい|おびただしい|すがすがしい
3	項	うなじ	霰|雹|鼬|鮑|蝮	あざみ|いたち|みぞれ|たらい|かいこ
3	心許ない	こころもとない	忌々しい|仰々しい|煩わしい|甚だしい|覚束ない	のうぜんかずら|ぎょうぎょうしい|はなはだしい|わずらわしい|いまいましい
3	薬缶	やかん	杜撰|水面|眼張|狼煙|睫毛	ずさん|まつげ|みなも|ほくろ|のろし
3	盥	たらい	雹|鮑|鰆|薊|粽	みぞれ|あられ|さわら|うなじ|あわび
3	桶	おけ	鱚|凪|鱧|鯊|鼬	しけ|ぼけ|きす|はも|はぜ
3	隈なく	くまなく	括れる|聳える|窶れる|拗れる|面持ち	くびれる|ひしゃく|ようやく|くちなし|いざよい
3	闇雲	やみくも	善哉|鬼灯|行灯|徒然|耳朶	やつれる|ひしゃく|みみたぶ|ことさら|あながち
3	出鱈目	でたらめ	杓文字|十六夜|囲炉裏|鮎魚女|五月雨	しののめ|やつれる|そびえる|おももち|くびれる
3	杜撰	ずさん	薬缶|狭間|雲雀|柘榴|蚯蚓	やかん|ほくろ|まつげ|みなも|ばった
3	慇懃	いんぎん	行灯|耳朶|蟷螂|有明|梔子	いぶかる|あんどん|いざよい|なにとぞ|かっこう
3	東雲	しののめ	耳朶|慇懃|何卒|駒鳥|闇雲	しゃもじ|でたらめ|ありあけ|くちなし|ほおずき
3	十六夜	いざよい	出鱈目|杓文字|囲炉裏|無花果|玉筋魚	ぜんざい|いぶかる|いんぎん|かすれる|こじれる
3	木瓜	ぼけ	時化|栗鼠|百舌|河岸|雲雀	しけ|おけ|りす|かし|もず
